仁木町民スキー場,北海道余市郡仁木町大江1-87-4,0135-32-3661,gelande059,43.1155364,140.7311873,に,仁木町民スキー
弁景温泉オロフレスキー場,北海道有珠郡壮瞥町弁景205,0142-65-2323,gelande060,42.5573379,140.9856797,へ,弁景温泉スキー OR オロフレスキー
カルルス温泉 サンライバスキー場,北海道登別市カルルス町27-1,0143-84-2872,gelande061,42.5217555,141.1046422,か,サンライバスキー
むろらん高原だんパラスキー場,北海道室蘭市香川町224-1,0143-43-5600,gelande062,42.4139324,141.0026676,む,むろらん高原 OR だんパラスキー
ピリカスキー場,北海道瀬棚郡今金町美利河205-1,0137-83-7111,gelande063,42.468358,140.2015138,ひ,ピリカスキー
グリーンピア大沼スキー場,北海道茅部郡森町赤井川229,01374-5-2277,gelande064,42.0061171,140.599045,く,グリーンピア大沼
倶知安町旭ケ丘スキー場,北海道虻田郡倶知安町旭,0136-23-2743,gelande065,42.9017315,140.7382326,く,旭ケ丘スキー
知内町営スキー場,北海道上磯郡知内町元町366-9,01392-5-6577,gelande066,41.5938286,140.4075782,ち,知内町営スキー
ニヤマ高原スキー場,北海道亀田郡七飯町仁山670,0138-65-2000,gelande067,41.9326998,140.63435,に,ニヤマ高原スキー
滝野スノーワールド,北海道札幌市南区滝野247,011-592-3333,gelande068,42.9167738,141.3887903,た,滝野スノー
中山峠スキー場,北海道虻田郡喜茂別町川上345,0136-33-3373,gelande069,42.8506357,141.0955171,な,中山峠スキー
新十津川町そっち岳スキー場,北海道樺戸郡新十津川町総進294-1,0125-76-2075,gelande070,43.5380036,141.7987333,し,そっち岳スキー
ウィンザースノービレッジ,北海道虻田郡洞爺湖町清水,0142-73-1111,gelande071,42.5918686,140.760464,う,ウィンザースノー
