浦佐スキー場,新潟県南魚沼市浦佐3197,025-777-3107,gelande288,37.1624551,138.9165571,う,浦佐スキー
湯沢一本杉スキー場,新潟県南魚沼郡湯沢町湯沢2521,025-784-4440,gelande289,36.9365019,138.8069022,ゆ,湯沢一本杉
石打花岡スキー場,新潟県南魚沼市上野,025-783-4895,gelande290,36.9906902,138.7991495,い,石打花岡
五日町スキー場,新潟県南魚沼市寺尾1448,025-776-2132,gelande291,37.1216657,138.8993632,い,五日町スキー
南魚沼市営八海山麓スキー場,新潟県南魚沼市荒金56,025-779-3103,gelande292,37.1547521,138.9745018,み,八海山麓スキー
松之山温泉スキー場,新潟県十日町市松之山天水島,025-596-3133,gelande293,37.053404,138.5974997,ま,松之山温泉スキー
小出スキー場,新潟県魚沼市青島1609-1,025-792-5320,gelande294,37.2282397,138.9552152,こ,小出スキー
薬師スキー場,新潟県魚沼市七日市新田643-1,025-792-5554,gelande295,37.2348641,138.9914162,や,薬師スキー
大湯温泉スキー場,新潟県魚沼市上折立258-1,025-795-2538,gelande296,37.1929376,139.0825389,お,大湯温泉スキー
須原スキー場,新潟県魚沼市須原1846-13,025-797-2059,gelande297,37.3226905,139.0161828,す,須原スキー
大原スキー場,新潟県魚沼市大白川750-1,025-796-2039,gelande298,37.3563388,139.1332104,お,大原スキー
長岡市営スキー場,新潟県長岡市栖吉町3300,0258-34-2225,gelande299,37.4152469,138.8912546,な,長岡市営スキー
三川温泉スキー場,新潟県東蒲原郡阿賀町川口,0254-99-3738,gelande300,37.7203349,139.3897917,み,三川温泉スキー
わかぶな高原スキー場,新潟県岩船郡関川村沼132-2,0254-64-0330,gelande301,38.0584889,139.6286518,わ,わかぶな
村上市ぶどうスキー場,新潟県村上市蒲萄338-1,0254-73-0126,gelande302,38.3897094,139.5542621,む,ぶどうスキー
高柳ガルルのスキー場,新潟県柏崎市高柳町岡野町1709,0257-41-2158,gelande303,37.220497,138.6374074,た,高柳スキー
古志高原スキー場,新潟県長岡市山古志竹沢甲910,0258-59-3500,gelande304,37.3182502,138.8872866,こ,古志高原スキー
松代ファミリースキー場,新潟県十日町市千年,025-597-3330,gelande305,37.1269926,138.605638,ま,松代ファミリー
とちおファミリースキー場,新潟県長岡市栃堀6044,0258-53-2390,gelande306,37.4379332,139.0395602,と,とちおファミリー
なかさと清津スキー場,新潟県十日町市市之越,025-763-2778,gelande307,37.0195277,138.7282763,な,なかさと清津
ルーデンス湯沢スキー場,新潟県南魚沼郡湯沢町大字土樽3226,025-787-6201,gelande481,36.905326,138.837517,る,ルーデンス湯沢 OR from:ludensresort
